,ISO,Country,Year,pop,loss,waste,loss_capita,waste_capita,normed_waste_capita,normed_loss_capita
0,AFG,Afghanistan,2018,37171922.0,957899,4755917.64224,0.0257694234912039,0.1279438185154913,51.73799981255172,94.77384894289514
1,ALB,Albania,2018,2866376.0,344527,363201.04528,0.1201960245271381,0.1267108869457461,52.20016373385964,75.6400124957286
2,DZA,Algeria,2018,42228415.0,3855367,5782224.32484,0.091297932920286,0.1369273349435445,48.37053215951635,81.49568613403234
3,AGO,Angola,2018,30809787.0,3068556,4547186.12913,0.0995967937071424,0.1475890154362313,44.37400535693762,79.81407265592898
4,ATG,Antigua and Barbuda,2018,96282.0,1382,10904.57248,0.0143536694293845,0.1132566053883384,57.24349596375563,97.08704425802469
5,ARG,Argentina,2018,44494502.0,3483862,5182043.46695,0.0782987075571719,0.1164648042796388,56.040903852138676,84.12974316149044
6,ARM,Armenia,2018,2951741.0,185075,403228.32521,0.0627002843406654,0.1366069466155736,48.49062960014472,87.29048044721294
7,AUS,Australia,2018,24982688.0,2692009,3347697.57068,0.1077549781672812,0.1340006956289091,49.46758177289053,78.16096468154889
8,AUT,Austria,2018,8840521.0,697321,680728.5335,0.0788778172689143,0.0770009520366503,70.83391357797831,84.01239709176133
9,AZE,Azerbaijan,2018,9939771.0,496962,1369820.2127,0.0499973289123059,0.1378120494627089,48.03889726472689,89.8645037509786
10,BHS,Bahamas,2018,385635.0,8989,43741.82263,0.023309606233874,0.1134280411010411,57.179233353259505,95.27228625373044
11,BGD,Bangladesh,2018,161376713.0,5606583,13712749.15912,0.034742205958799,0.0849735312127717,67.84539536221432,92.95567747079447
12,BRB,Barbados,2018,286640.0,10953,32230.81668,0.0382116941110801,0.112443541306168,57.54827271999372,92.25264868300758
13,BLR,Belarus,2018,9483499.0,664292,1055534.08791,0.0700471418829695,0.1113021773830524,57.97611254443385,85.80177314362608
14,BEL,Belgium,2018,11427054.0,646278,915507.53543,0.0565568343336786,0.0801175469574222,69.66565917922858,88.53533906083918
15,BLZ,Belize,2018,383071.0,114073,37463.63974,0.297785528009168,0.0977981620639515,63.03808745563475,39.65472363559507
16,BEN,Benin,2018,11485035.0,1406725,1686150.73375,0.1224833010957302,0.146812851136283,44.66495024410393,75.17653742310343
17,BOL,Bolivia,2018,11353140.0,1062374,1420394.12825,0.0935753456752933,0.1251102451172098,52.800163703232364,81.03420978415909
18,BIH,Bosnia and Herzegovina,2018,3323929.0,320519,416163.92463,0.0964277516156331,0.1252024109510161,52.76561537613313,80.45622150390086
19,BWA,Botswana,2018,2254067.0,53268,311524.90404,0.0236319506030654,0.1382056984286625,47.89133810233029,95.20696901926358
20,BRA,Brazil,2018,209469320.0,102335995,21714283.04749,0.488548848108162,0.1036633099658221,60.839539036650265,1.0
21,BGR,Bulgaria,2018,7025037.0,628871,781689.74745,0.0895185320732118,0.1112719758557855,57.98743357523043,81.8562494118412
22,BFA,Burkina Faso,2018,19751466.0,457207,2966571.52783,0.023148003292515,0.1501950046558569,43.39715130746494,95.30503215600186
23,CPV,Cabo Verde,2018,543764.0,10950,78569.49195000001,0.0201374125539756,0.1444918971281659,45.534958954959144,95.91507371387436
24,KHM,Cambodia,2018,16249795.0,2436302,2137069.6494,0.149928168324585,0.1315136375197348,50.39985454168188,69.61533332266914
25,CMR,Cameroon,2018,25216261.0,4375407,3697209.67757,0.1735152963399292,0.1466200590789411,44.73721827211506,64.83583003913753
26,CAN,Canada,2018,37065178.0,3132996,4374219.40109,0.0845266681303945,0.1180142558897194,55.460092516324075,82.86776001585021
27,CAF,Central African Republic,2018,4666375.0,148022,692716.80169,0.03172098256141,0.1484485926848999,44.05179315825586,93.56787354395394
28,TCD,Chad,2018,15477727.0,727163,2327970.4890900003,0.046981252479773,0.1504077755790627,43.31739420932411,90.47565688514973
29,CHL,Chile,2018,18729166.0,1207406,2128356.92558,0.064466618534963,0.1136386385587057,57.10029097783484,86.93256488937277
30,CHN,China,2018,1392730000.0,108118598,179448658.37161,0.0776306951096048,0.1288466956061907,51.399556684858155,84.26510375666378
31,HKG,Hong Kong,2018,7451000.0,200791,816399.16032,0.0269481948731713,0.1095690726506509,58.62576618200719,94.53499232215772
32,MAC,Macao,2018,631633.0,1549,70307.68703,0.0024523734510388,0.1113109780996243,57.972813599236076,99.4986258278445
33,COL,Colombia,2018,49661056.0,4335663,5724606.190950001,0.0873050907334713,0.1152735493774035,56.48744529077514,82.30476311576956
34,COM,Comoros,2018,832322.0,23238,121576.25151,0.0279194830846715,0.1460687708723306,44.94386844280586,94.33817839919513
35,COG,Congo Republic,2018,5244363.0,307470,768763.687,0.0586286647205771,0.1465885727208433,44.74902092125089,88.11552024565063
36,CRI,Costa Rica,2018,4999443.0,1174281,584110.62364,0.2348823658955607,0.1168351401626141,55.90208358986551,52.40090747242875
37,HRV,Croatia,2018,4087843.0,315433,506598.2613200001,0.077163677763554,0.1239280132138147,53.243322874248896,84.35973634344857
38,CUB,Cuba,2018,11338146.0,1649436,1311517.90018,0.1454766943378573,0.1156730474435591,56.337693595433635,70.51734371250042
39,CYP,Cyprus,2018,1189262.0,60433,159310.42099999997,0.0508155477935055,0.133957379450449,49.48381882560654,89.69870654892853
40,CZE,Czech Republic,2018,10629928.0,456527,1157110.17457,0.0429473275830278,0.1088539992528641,58.89381116816357,91.29305853222483
41,CIV,Cote d'Ivoire,2018,25069226.0,1965134,3674363.22956,0.0783882996627019,0.1465686746595208,44.75647970182955,84.11158894779045
42,PRK,North Korea,2018,25549606.0,993385,3181573.9021400004,0.0388806387073053,0.1245253606705324,53.01940741149779,92.11709920483122
43,DNK,Denmark,2018,5793636.0,603055,760585.8736899999,0.1040892109894373,0.1312795408082247,50.48760560330742,78.9037658505496
44,DJI,Djibouti,2018,958923.0,5783,139107.57842,0.006030724051879,0.1450664739713199,45.31957904788153,98.7735380411832
45,DMA,Dominica,2018,71626.0,24971,8308.72944,0.3486303856141624,0.1160015837824253,56.21454187607753,29.35193629685339
46,DOM,Dominican Republic,2018,10627147.0,942809,1242722.08321,0.0887170376019076,0.116938448598669,55.86335846262979,82.01865771584662
47,ECU,Ecuador,2018,17084359.0,892442,2010492.65826,0.0522373710362794,0.1176803097066738,55.58527211367517,89.41059988104514
48,EGY,Egypt,2018,98423602.0,7794472,13482571.84136,0.0791931187399542,0.136985149571746,48.34886036853115,83.94850697274568
49,SLV,El Salvador,2018,6420740.0,288956,796193.514,0.0450035354180359,0.1240033880829935,53.215068633735825,90.87640534355974
50,EST,Estonia,2018,1321977.0,35029,130998.85969,0.026497435280644,0.0990931458641111,62.5526632797937,94.62633057033977
51,SWZ,Eswatini,2018,1136274.0,339516,164040.06859,0.2987976491585656,0.1443666480003942,45.58190854198556,39.44963565906267
52,ETH,Ethiopia,2018,109224410.0,2263143,15178932.25905,0.0207201210791617,0.1389701464997613,47.604785039009585,95.79699840993499
53,FJI,Fiji,2018,883490.0,87593,105911.26585,0.0991443027085762,0.1198782848136368,54.76136199627821,79.90576174211229
54,FIN,Finland,2018,5515525.0,249661,561739.05982,0.0452651379515096,0.1018468885228514,61.52042391090538,90.82339633937305
55,FRA,France,2018,67101930.0,6632215,8784505.63368,0.0988379171806235,0.1309128609814948,50.625055394313286,79.9678452071244
56,PYF,French Polynesia,2018,277673.0,9918,32698.2265,0.0357182729325501,0.117758033730323,55.55613729351887,92.75789521841702
57,GAB,Gabon,2018,2119275.0,244604,293796.50412,0.1154187163062839,0.1386306657323849,47.73203927315311,76.60804727779961
58,GMB,Gambia,2018,2280092.0,38985,342723.43322,0.0170979942914584,0.150311230081944,43.353584251519415,96.53095664613625
59,GEO,Georgia,2018,3726549.0,68764,576587.57328,0.0184524609766301,0.1547242699022608,41.69935798439003,96.25649856183702
60,DEU,Germany,2018,82905782.0,4822844,8480451.731379999,0.0581725892169981,0.1022902326809968,61.354236524966524,88.20793566670046
61,GHA,Ghana,2018,29767108.0,9805853,3872071.01097,0.3294190688594942,0.1300788444403131,50.93768617169524,33.244760868381135
62,GRC,Greece,2018,10732882.0,1197878,1829139.22343,0.111608233464227,0.1704238641056521,35.814371178932745,77.38017244893551
63,GRD,Grenada,2018,111449.0,8594,12960.69218,0.0771115039165896,0.1162925838724439,56.10546060506122,84.37030842635406
64,GTM,Guatemala,2018,16346950.0,2202125,2034539.37107,0.1347116740431701,0.1244598760667892,53.0439542898436,72.69867964336368
65,GIN,Guinea,2018,12414292.0,1279990,1864373.43373,0.1031061618334738,0.150179602165794,43.402924924898414,79.10296291539548
66,GNB,Guinea-Bissau,2018,1874304.0,79707,280418.04442,0.0425261857201393,0.1496118262672437,43.61575550052587,91.37839528518596
67,GUY,Guyana,2018,779007.0,169889,90585.9807,0.2180840480252424,0.1162839110559982,56.10871160694623,55.80478162644886
68,HTI,Haiti,2018,11123183.0,742640,1424500.92938,0.0667650617633459,0.1280659438381981,51.69222118264379,86.46682709586435
69,HND,Honduras,2018,9587523.0,305947,1202395.8111500002,0.0319109534339578,0.1254125607990719,52.68684078699693,93.52937939542822
70,HUN,Hungary,2018,9775564.0,599599,1280384.5746,0.061336512143954,0.130978077029622,50.60060918393609,87.56682412449027
71,ISL,Iceland,2018,352721.0,1977,38838.2831,0.0056049965837021,0.1101104927123704,58.42281508160609,98.85980398380738
72,IND,India,2018,1352642283.0,63491653,127910071.36297,0.0469389829062441,0.0945631176627723,64.2507425962304,90.48422204684908
73,IDN,Indonesia,2018,267670549.0,23047316,32653174.74273,0.0861032940908265,0.1219901661378891,53.96972409997948,82.54828538757482
74,IRN,Iran,2018,81800204.0,6323561,9474044.15372,0.0773049539094059,0.115819321840811,56.28286269428731,84.33110929726708
75,IRQ,Iraq,2018,38433604.0,1051287,6436088.91446,0.0273533286131584,0.1674599372585511,36.92539800940727,94.4528993246856
76,IRL,Ireland,2018,4867316.0,135652,603758.9004299999,0.0278699800875883,0.1240434975723786,53.20003360717737,94.34820928285971
77,ISR,Israel,2018,8882800.0,245376,1520144.22491,0.027623722249741,0.171133451716801,35.548382537772504,94.39810896305057
78,ITA,Italy,2018,60421760.0,1690407,5827649.33118,0.0279767918048067,0.0964495130757528,63.54362800642353,94.3265658274618
79,JAM,Jamaica,2018,2934853.0,232820,341178.64959000004,0.0793293565299522,0.1162506774921946,56.12116919546404,83.92090085790997
80,JPN,Japan,2018,126529100.0,2703488,11125934.24371,0.0213665314935457,0.0879318215628657,66.7364813704594,95.6660150746155
81,JOR,Jordan,2018,9965322.0,386300,1377182.12554,0.0387644272809247,0.1381974536838849,47.894428641716345,92.14064734064532
82,KAZ,Kazakhstan,2018,18276452.0,1714584,2207642.9857900003,0.0938138321376599,0.1207916605361916,54.41898346050058,80.98588483212518
83,KEN,Kenya,2018,51392570.0,2014933,7430796.993439999,0.0392066985558418,0.1445889355881599,45.498584125821,92.05102909592713
84,KIR,Kiribati,2018,115842.0,15303,15794.20717,0.1321023462992697,0.1363426664767528,48.589694907805274,73.22741254003805
85,KWT,Kuwait,2018,4137314.0,111385,559181.4385,0.0269220561939461,0.1351556682668997,49.034640726951224,94.5402888509722
86,KGZ,Kyrgyz Republic,2018,6322800.0,208747,861684.13066,0.0330149617258176,0.1362820476149807,48.612417864658106,93.30567215762643
87,LAO,Laos,2018,7061498.0,691653,929349.51938,0.0979470644897159,0.13160798450697,50.364488610064754,80.1483603320928
88,LVA,Latvia,2018,1927174.0,68093,218445.29322,0.0353330835721112,0.1133500624333869,57.20846362662243,92.83594684945076
89,LBN,Lebanon,2018,6859408.0,234649,1014262.85925,0.0342083456764782,0.1478644890710685,44.270744171631435,93.06385456512488
90,LSO,Lesotho,2018,2108327.0,32848,303662.01356,0.0155801258533424,0.1440298462050716,45.70815856449249,96.83852512921843
91,LBR,Liberia,2018,4818976.0,169982,720774.66421,0.035273468886336,0.1495700879626709,43.63140108782647,92.84802668325773
92,LTU,Lithuania,2018,2801543.0,270716,316159.66391,0.0966310351117223,0.1128519761824109,57.39517106485293,80.41502979389641
93,LUX,Luxembourg,2018,607950.0,10932,72252.39499999999,0.0179817419195657,0.1188459495024261,55.14833248778112,96.35188123315659
94,MDG,Madagascar,2018,26262313.0,1125473,3937049.48996,0.0428550600246063,0.1499125187473015,43.50304104085798,91.31175487788218
95,MWI,Malawi,2018,18143215.0,2055064,2719466.72082,0.1132690099301584,0.1498889100316564,43.51189075877204,77.04364624841769
96,MYS,Malaysia,2018,31528033.0,746708,8301313.2257,0.0236839386713405,0.2632994334185072,1.0,95.19643458103677
97,MDV,Maldives,2018,515704.0,1115,60673.99369,0.0021620929835719,0.1176527498138467,55.59560292882529,99.55744589472593
98,MLI,Mali,2018,19077755.0,1307180,2869726.64748,0.0685185442417097,0.150422659661999,43.31181491660121,86.11151570494373
99,MLT,Malta,2018,484630.0,15080,73714.91277,0.0311165218826733,0.152105550151662,42.680984068466486,93.69035652691431
100,MRT,Mauritania,2018,4403312.0,107707,646630.20505,0.0244604515873506,0.1468508715825724,44.65069829454065,95.039088335688
101,MUS,Mauritius,2018,1265303.0,179268,167359.28509,0.1416798980165225,0.1322681484909148,50.11702639641632,71.28669555868174
102,MEX,Mexico,2018,126190782.0,10971227,17501891.19368,0.0869415881740078,0.1386938959905962,47.70833743535665,82.37842031029524
103,MNG,Mongolia,2018,3170214.0,40369,389786.84494,0.0127338406807868,0.1229528495363404,53.608862600992786,97.41527314700367
104,MNE,Montenegro,2018,622227.0,31877,79173.26406999999,0.0512304994800932,0.1272417687917753,52.001162879527755,89.61462412281618
105,MAR,Morocco,2018,36029089.0,2347409,4898326.232729999,0.0651531599924716,0.1359547623513322,48.73510061895351,86.79344972671674
106,MOZ,Mozambique,2018,29496009.0,1079696,4432908.70776,0.0366048166041717,0.1502884240291627,43.3621330915699,92.5782532379795
107,MMR,Myanmar,2018,53708318.0,3147890,7005658.20699,0.0586108468338181,0.1304389798055117,50.802689569559206,88.11913071693034
108,NAM,Namibia,2018,2448300.0,115057,337326.41974,0.0469946493485275,0.1377798553036801,48.05096523276752,90.47294225290796
109,NPL,Nepal,2018,28095712.0,2289472,3487834.57576,0.0814883068277465,0.1241411705729329,53.16342092075601,83.48342877438301
110,NLD,Netherlands,2018,17231624.0,970434,1480103.09366,0.0563170366298614,0.0858945792723889,67.50014085386094,88.5839297121483
111,NCL,New Caledonia,2018,270650.0,6481,33107.9787,0.0239460557916127,0.122327650840569,53.8432180899142,95.14332130517734
112,NZL,New Zealand,2018,4900600.0,488209,428998.23836,0.0996222911480226,0.0875399417132595,66.88337738027849,79.80890606242387
113,NIC,Nicaragua,2018,6465502.0,712981,807531.40045,0.1102746546207858,0.1248984843636271,52.87954213968129,77.65039799131308
114,NER,Niger,2018,22442831.0,1891870,3402957.41996,0.0842972974309702,0.1516278146887975,42.860063021656835,82.91423782401452
115,NGA,Nigeria,2018,195874685.0,17476419,46640843.72899,0.0892224485262095,0.2381157306212898,10.44010123791403,81.91624536743937
116,MKD,Macedonia,2018,2082957.0,211192,262671.17146,0.1013904751754356,0.1261049418975043,52.42730200046304,79.45061566948536
117,NOR,Norway,2018,5311916.0,107373,524630.5077900001,0.0202136103055846,0.0987648350971664,62.67573044360242,95.8996336228308
118,OMN,Oman,2018,4829476.0,138842,661245.90729,0.0287488746191098,0.1369187686800804,48.373743220057484,94.1701172617984
119,PAK,Pakistan,2018,212228288.0,10024706,25322389.04288,0.0472354844609593,0.1193167474586611,54.971854056263396,90.42414138957653
120,PAN,Panama,2018,4176868.0,119078,476881.32381,0.0285089210384431,0.1141719881523667,56.90036508925914,94.21873949872123
121,PNG,Papua New Guinea,2018,8606324.0,597003,1178669.57076,0.0693679438515212,0.1369538923656604,48.36057712012398,85.93940029430603
122,PRY,Paraguay,2018,6956069.0,1655412,815204.39402,0.2379809630985546,0.1171932587241443,55.76784298580332,51.773033002233944
123,PER,Peru,2018,31989265.0,4751959,3762130.20636,0.1485485521471031,0.1176060220939743,55.61311879651816,69.89488749501257
124,PHL,Philippines,2018,106651394.0,3714967,14014660.75008,0.0348328030292787,0.131406259444485,50.440105171593316,92.93731961919191
125,POL,Poland,2018,37974750.0,2670802,3573654.11175,0.0703309962540899,0.0941060602571445,64.4220703876758,85.74425520850772
126,PRT,Portugal,2018,10283822.0,537427,1254285.43686,0.0522594615114886,0.1219668559860332,53.978461901372825,89.40612364728204
127,KOR,South Korea,2018,51606633.0,2654582,5623879.38829,0.0514387753217692,0.1089759021537018,58.84811591300712,89.57242080461128
128,MDA,Moldova,2018,2708214.0,310224,482446.14707,0.1145492933719418,0.1781418111973425,32.92130170137873,76.78422005164316
129,ROU,Romania,2018,19473970.0,731006,2096225.69382,0.0375375950563752,0.1076424423895076,59.347962789061775,92.38924261861905
130,RUS,Russia,2018,144477859.0,4613512,10902714.49361,0.03193231151079,0.0754628741668299,71.41046147166232,93.52505156889998
131,RWA,Rwanda,2018,12301969.0,644058,2622006.69152,0.0523540581186637,0.2131371564600756,19.803310086084657,89.38695536217712
132,KNA,St. Kitts and Nevis,2018,52438.0,594,5929.57185,0.0113276631450474,0.1130777651702963,57.31053415020987,97.70020949639402
133,LCA,St. Lucia,2018,181890.0,11399,21153.70117,0.062669745450547,0.1162994181648248,56.102898773209695,87.296668598882
134,VCT,St. Vincent and the Grenadines,2018,110210.0,9517,12798.68353,0.0863533254695581,0.1161299657925778,56.166417929304295,82.49762106782991
135,WSM,Samoa,2018,196128.0,17439,23455.18034,0.0889164219285364,0.1195911870819056,54.86898046980219,81.97825610174647
136,STP,Sao Tome and Principe,2018,211032.0,14625,30733.40193,0.0693022859092459,0.1456338466678039,45.10689961239244,85.95270468433141
137,SAU,Saudi Arabia,2018,33702757.0,914167,5143841.8762,0.0271243981612542,0.15262377128969,42.48672907562436,94.49928792468239
138,SEN,Senegal,2018,15854324.0,460153,2328423.111,0.0290238170987296,0.146863600806947,44.64592674971487,94.11440515970313
139,SRB,Serbia,2018,6982604.0,566009,916028.23004,0.0810598739381468,0.1311871946397074,50.52222152880323,83.5702429215434
140,SYC,Seychelles,2018,96762.0,1316,12877.846849999998,0.0136003803145863,0.1330878531861681,49.80976040893654,97.23968462167068
141,SLE,Sierra Leone,2018,7650149.0,486689,1140591.52722,0.0636182380238607,0.1490940277398518,43.80985207793474,87.1044737981581
142,SVK,Slovakia,2018,5446771.0,266128,590722.43224,0.0488597739835216,0.1084536934341465,59.043865649240026,90.09500860573604
143,SVN,Slovenia,2018,2073894.0,258136,126757.57825,0.124469235168239,0.0611205675169512,76.78666956346932,74.77412393663495
144,SLB,Solomon Islands,2018,652856.0,46214,89957.14253,0.0707874324506476,0.1377901750615756,48.04709687551804,85.6517666995739
145,ZAF,South Africa,2018,57792520.0,2789230,4864117.57991,0.0482628201711917,0.0841651753533156,68.14840724299182,90.2159704585013
146,ESP,Spain,2018,46797754.0,3518855,5407793.24689,0.0751928180143004,0.1155566834872032,56.38131257939676,84.75909529197381
147,LKA,Sri Lanka,2018,21670000.0,1043323,2540804.47843,0.0481459621596677,0.1172498605643747,55.74662580791928,90.23964961305639
148,SDN,Sudan,2018,41801532.0,2611037,6015706.446,0.0624627106968232,0.1439111477062611,45.75265265079037,87.3386204331445
149,SUR,Suriname,2018,575987.0,47651,67279.87887,0.0827292977098441,0.1168079815516669,55.912263984658416,83.23196450149825
150,SWE,Sweden,2018,10175214.0,290026,1119058.6,0.0285031843064922,0.1099788761199518,58.47215151028877,94.2199019433045
151,CHE,Switzerland,2018,8514329.0,206589,1069512.88312,0.0242636853708612,0.1256132906210225,52.61159729099715,95.07895943729848
152,TJK,Tajikistan,2018,9100847.0,409588,1309698.8728500002,0.0450054813579439,0.1439095584015422,45.75324840104858,90.87601103416465
153,THA,Thailand,2018,69428454.0,6238043,8492505.94791,0.089848507933073,0.122320251404561,53.84599176563543,81.7893857943348
154,TLS,Timor-Leste,2018,1267975.0,19464,167618.64336,0.0153504603797393,0.1321939654646187,50.14483387508651,96.88506266801865
155,TGO,Togo,2018,7889095.0,358061,1179890.05269,0.045386828273712,0.1495596202973852,43.63532488810387,90.7987380047864
156,TTO,Trinidad and Tobago,2018,1389841.0,16987,156661.9835,0.0122222613953682,0.1127193567465631,57.44488340900657,97.51893540180869
157,TUN,Tunisia,2018,11565203.0,873628,1570650.6340200002,0.0755393571561173,0.1358083065225919,48.78999952962297,84.68887542607453
158,TUR,Turkey,2018,82340090.0,12647519,11374100.78109,0.1536009858624152,0.1381356369793863,47.917600609451185,68.87110352621184
159,TKM,Turkmenistan,2018,5850902.0,263465,707118.35149,0.0450298090790103,0.120856297283735,54.394754400722825,90.8710814631443
160,UGA,Uganda,2018,42729032.0,853914,6462592.87787,0.0199843984296204,0.1512459462659954,43.00320625201661,95.94607924830427
161,UKR,Ukraine,2018,44622518.0,5103006,5249311.90262,0.1143594361931794,0.1176381821980552,55.601063593961555,76.8226911621873
162,ARE,United Arab Emirates,2018,9630966.0,538325,1298633.79642,0.0558952238020568,0.1348394124140818,49.15318911086933,88.66940242396876
163,GBR,United Kingdom,2018,66460344.0,1485686,6597700.54,0.022354473518825,0.0992727413508422,62.48534198116397,95.46582655862959
164,TZA,Tanzania,2018,56313444.0,3768448,9418609.02263,0.0669191534440692,0.1672532943044648,37.0028580406975,86.43560321419876
165,USA,United States,2018,326838199.0,30787627,45446091.59478,0.0941983742848858,0.1390476747633161,47.57572359944886,80.90796434709934
166,URY,Uruguay,2018,3449290.0,367253,388757.5543,0.1064720565681633,0.1127065437524824,57.44968635487423,78.42092545301325
167,UZB,Uzbekistan,2018,32956100.0,1135000,4429590.157609999,0.034439754703985,0.1344088092222684,49.31460055051419,93.01696372677915
168,VUT,Vanuatu,2018,292675.0,33663,40277.91437,0.1150183650807209,0.1376199346373964,48.11091143257414,76.68917118554708
169,VEN,Venezuela,2018,28887117.0,1161376,3299861.66126,0.0402039428164465,0.1142329870183999,56.87749968795624,91.8489556508285
170,VNM,Vietnam,2018,95545959.0,7514213,11522397.43492,0.0786450110359978,0.1205953402479324,54.49257404450431,84.059571048418
171,YEM,Yemen,2018,28498683.0,308491,4289315.52768,0.0108247458312371,0.1505092543287,43.279354939333246,97.802116559905
172,ZMB,Zambia,2018,17351714.0,525880,2164901.50276,0.0303070924290245,0.1247658590246473,52.92925669662168,93.85437271103748
173,ZWE,Zimbabwe,2018,14438812.0,446873,2092543.17962,0.0309494299115467,0.1449248857606844,45.37265333379003,93.7242146814184
